epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
96,226.019,0.80346,0.53918,1.34264,0.94791,0.96191,0.97831,0.69042,1.08012,0.55832,1.7361,0.008119,0.008119,0.008119
97,228.336,0.81073,0.54197,1.3569,0.99017,0.98936,0.99038,0.77871,0.78358,0.43656,1.40817,0.0080992,0.0080992,0.0080992
98,230.645,0.77494,0.5306,1.34242,0.98509,0.99,0.98951,0.78727,0.75766,0.4427,1.37412,0.0080794,0.0080794,0.0080794
99,233.087,0.7492,0.51204,1.31213,0.9799,0.985,0.98971,0.77694,0.7935,0.42926,1.45059,0.0080596,0.0080596,0.0080596
100,235.482,0.78169,0.53415,1.31806,0.96519,0.96642,0.98158,0.75263,0.85056,0.51918,1.4678,0.0080398,0.0080398,0.0080398
101,237.791,0.77488,0.52627,1.33815,0.98799,0.97963,0.99023,0.78728,0.82583,0.42577,1.51908,0.00802,0.00802,0.00802
102,240.088,0.76211,0.49061,1.31889,0.97601,0.984,0.98947,0.77205,0.83812,0.44219,1.48528,0.0080002,0.0080002,0.0080002
103,242.471,0.76032,0.49116,1.31783,0.76379,0.69565,0.71348,0.43385,1.53017,1.49003,2.44825,0.0079804,0.0079804,0.0079804
104,244.797,0.76491,0.50914,1.31243,0.84541,0.77,0.79968,0.50769,1.29477,0.9296,2.0078,0.0079606,0.0079606,0.0079606
105,247.112,0.75028,0.49349,1.29146,0.71706,0.77237,0.84406,0.53182,1.24191,1.10083,2.17029,0.0079408,0.0079408,0.0079408
106,249.413,0.76136,0.49919,1.32151,0.96483,0.935,0.97334,0.74852,0.81481,0.53068,1.4431,0.007921,0.007921,0.007921
107,251.723,0.75972,0.51046,1.32182,0.98719,0.97939,0.98864,0.74918,0.87831,0.47512,1.48558,0.0079012,0.0079012,0.0079012
108,254.044,0.77962,0.51707,1.33202,0.87595,0.315,0.35016,0.12809,3.00398,1.98396,5.96619,0.0078814,0.0078814,0.0078814
109,256.351,0.80911,0.52093,1.36294,0.86781,0.86031,0.91268,0.6308,1.08692,0.7315,1.73522,0.0078616,0.0078616,0.0078616
110,258.745,0.76849,0.51992,1.32734,0.86587,0.87279,0.91151,0.61986,1.144,0.82669,1.72468,0.0078418,0.0078418,0.0078418
111,261.063,0.77272,0.51682,1.32632,0.76532,0.905,0.79692,0.56098,0.89024,0.88767,1.55866,0.007822,0.007822,0.007822
112,263.381,0.75163,0.51419,1.31648,0.94742,0.96895,0.98241,0.75387,0.81835,0.52495,1.46954,0.0078022,0.0078022,0.0078022
113,265.727,0.76439,0.52037,1.33549,0.97926,0.96555,0.98646,0.78405,0.70164,0.42598,1.34365,0.0077824,0.0077824,0.0077824
114,268.176,0.75554,0.50308,1.31385,0.91758,0.95986,0.95077,0.69548,0.92953,0.6626,1.58573,0.0077626,0.0077626,0.0077626
115,270.484,0.7672,0.5181,1.32078,0.84178,0.83,0.92128,0.65132,0.98996,0.73997,1.64917,0.0077428,0.0077428,0.0077428
116,272.798,0.75094,0.49493,1.3023,0.96224,0.92279,0.97191,0.70218,0.95212,0.55987,1.63838,0.007723,0.007723,0.007723
117,275.197,0.75468,0.48821,1.32174,0.97417,0.985,0.99208,0.78474,0.8204,0.43014,1.45473,0.0077032,0.0077032,0.0077032
118,277.513,0.75585,0.48318,1.32214,0.96761,0.96276,0.97814,0.76324,0.85452,0.48627,1.48909,0.0076834,0.0076834,0.0076834
119,279.829,0.77485,0.50088,1.32638,0.90427,0.97,0.97624,0.71223,1.04779,0.561,1.63125,0.0076636,0.0076636,0.0076636
120,282.145,0.77215,0.51301,1.31911,0.6893,0.64922,0.66399,0.29177,2.08754,1.54859,3.7389,0.0076438,0.0076438,0.0076438
121,284.468,0.76145,0.51169,1.30933,0.95017,0.91377,0.96112,0.69311,1.02599,0.58883,1.72939,0.007624,0.007624,0.007624
122,286.769,0.74727,0.5025,1.31291,0.9635,0.975,0.98757,0.74522,0.88718,0.50614,1.49438,0.0076042,0.0076042,0.0076042
123,289.082,0.76085,0.51863,1.3037,0.97663,0.98816,0.98892,0.74765,0.94531,0.44364,1.62651,0.0075844,0.0075844,0.0075844
124,291.41,0.73887,0.48014,1.29388,0.97142,0.98108,0.9917,0.77388,0.82684,0.43401,1.45113,0.0075646,0.0075646,0.0075646
125,293.8,0.74255,0.48788,1.29717,0.95101,0.98186,0.98846,0.79281,0.75063,0.45031,1.37502,0.0075448,0.0075448,0.0075448
126,296.142,0.75264,0.48804,1.33157,0.98371,0.96,0.98488,0.77305,0.79258,0.43655,1.39016,0.007525,0.007525,0.007525
127,298.478,0.74336,0.49436,1.31859,0.98309,0.99,0.99047,0.78963,0.76681,0.43031,1.36698,0.0075052,0.0075052,0.0075052
128,300.897,0.76038,0.47451,1.31817,0.66041,0.59,0.59476,0.36742,1.2312,1.66398,1.79558,0.0074854,0.0074854,0.0074854
129,303.197,0.77133,0.50457,1.33546,0.979,0.984,0.99054,0.78803,0.75483,0.40383,1.35475,0.0074656,0.0074656,0.0074656
130,305.501,0.76415,0.49188,1.3209,0.9874,0.99,0.98889,0.78775,0.74182,0.4273,1.34438,0.0074458,0.0074458,0.0074458
131,307.812,0.754,0.48536,1.30855,0.98389,0.99,0.98751,0.79517,0.75467,0.41889,1.36158,0.007426,0.007426,0.007426
132,310.153,0.73644,0.47375,1.29675,0.97456,0.92962,0.96526,0.75355,0.81275,0.48839,1.42699,0.0074062,0.0074062,0.0074062
133,312.463,0.73706,0.49035,1.30289,0.98616,0.99,0.98895,0.80583,0.7161,0.40295,1.35011,0.0073864,0.0073864,0.0073864
134,314.885,0.7408,0.49145,1.29936,0.94853,0.9281,0.96768,0.77292,0.79829,0.52503,1.43489,0.0073666,0.0073666,0.0073666
135,317.185,0.73642,0.49408,1.30073,0.74658,0.84,0.76263,0.47673,1.11286,0.95203,1.69714,0.0073468,0.0073468,0.0073468
136,319.499,0.73756,0.48681,1.30289,0.98956,0.99,0.99129,0.81408,0.71303,0.38784,1.3215,0.007327,0.007327,0.007327
